pair_id,model,cosine_score,label
bz_pair_0237,qwen3-embedding,0.375458,not_duplicate
bz_pair_0238,qwen3-embedding,0.608559,duplicate
bz_pair_0239,qwen3-embedding,0.851256,duplicate
bz_pair_0240,qwen3-embedding,0.357905,not_duplicate
bz_pair_0241,qwen3-embedding,0.89052,duplicate
bz_pair_0242,qwen3-embedding,0.706564,duplicate
bz_pair_0243,qwen3-embedding,0.629896,duplicate
bz_pair_0244,qwen3-embedding,0.812745,duplicate
bz_pair_0245,qwen3-embedding,0.269819,not_duplicate
bz_pair_0246,qwen3-embedding,0.881736,duplicate
bz_pair_0247,qwen3-embedding,0.832003,duplicate
bz_pair_0248,qwen3-embedding,0.819454,duplicate
bz_pair_0249,qwen3-embedding,0.766338,duplicate
bz_pair_0250,qwen3-embedding,0.51549,not_duplicate
bz_pair_0251,qwen3-embedding,0.871603,duplicate
bz_pair_0252,qwen3-embedding,0.608612,duplicate
bz_pair_0253,qwen3-embedding,0.336974,not_duplicate
bz_pair_0254,qwen3-embedding,0.352503,not_duplicate
bz_pair_0255,qwen3-embedding,0.398326,not_duplicate
bz_pair_0256,qwen3-embedding,0.78921,duplicate
bz_pair_0257,qwen3-embedding,0.774664,duplicate
bz_pair_0258,qwen3-embedding,0.61177,duplicate
bz_pair_0259,qwen3-embedding,0.397581,not_duplicate
bz_pair_0260,qwen3-embedding,0.423909,not_duplicate
bz_pair_0261,qwen3-embedding,0.361684,not_duplicate
bz_pair_0262,qwen3-embedding,0.810185,duplicate
bz_pair_0263,qwen3-embedding,0.853303,duplicate
bz_pair_0264,qwen3-embedding,0.607219,duplicate
bz_pair_0265,qwen3-embedding,0.869808,duplicate
bz_pair_0266,qwen3-embedding,0.539239,duplicate
bz_pair_0267,qwen3-embedding,0.325359,not_duplicate
bz_pair_0268,qwen3-embedding,0.668611,duplicate
bz_pair_0269,qwen3-embedding,0.776629,duplicate
bz_pair_0270,qwen3-embedding,0.745202,duplicate
bz_pair_0271,qwen3-embedding,0.361257,not_duplicate
bz_pair_0272,qwen3-embedding,0.986657,duplicate
bz_pair_0273,qwen3-embedding,0.29338,not_duplicate
bz_pair_0274,qwen3-embedding,0.974535,duplicate
bz_pair_0275,qwen3-embedding,0.501488,not_duplicate
bz_pair_0276,qwen3-embedding,0.527218,not_duplicate
bz_pair_0277,qwen3-embedding,0.427882,not_duplicate
bz_pair_0278,qwen3-embedding,0.845148,duplicate
bz_pair_0279,qwen3-embedding,0.894283,duplicate
bz_pair_0280,qwen3-embedding,0.71729,duplicate
bz_pair_0281,qwen3-embedding,0.670347,duplicate
bz_pair_0282,qwen3-embedding,0.724494,duplicate
bz_pair_0283,qwen3-embedding,0.847132,duplicate
bz_pair_0284,qwen3-embedding,0.724526,duplicate
bz_pair_0285,qwen3-embedding,0.677023,duplicate
bz_pair_0286,qwen3-embedding,0.438339,duplicate
bz_pair_0287,qwen3-embedding,0.411463,not_duplicate
bz_pair_0288,qwen3-embedding,0.376272,not_duplicate
bz_pair_0289,qwen3-embedding,0.793888,duplicate
bz_pair_0290,qwen3-embedding,0.476003,not_duplicate
bz_pair_0291,qwen3-embedding,0.42949,not_duplicate
bz_pair_0292,qwen3-embedding,0.612798,duplicate
bz_pair_0293,qwen3-embedding,0.413014,duplicate
bz_pair_0294,qwen3-embedding,0.515862,duplicate
bz_pair_0295,qwen3-embedding,0.443641,duplicate
bz_pair_0296,qwen3-embedding,0.813459,duplicate
bz_pair_0297,qwen3-embedding,0.38734,not_duplicate
bz_pair_0298,qwen3-embedding,0.522762,duplicate
bz_pair_0299,qwen3-embedding,0.545187,duplicate
bz_pair_0300,qwen3-embedding,0.431068,not_duplicate
bz_pair_0301,qwen3-embedding,1.0,duplicate
bz_pair_0302,qwen3-embedding,0.490163,duplicate
bz_pair_0303,qwen3-embedding,0.649445,duplicate
bz_pair_0304,qwen3-embedding,0.383323,not_duplicate
bz_pair_0305,qwen3-embedding,0.663392,duplicate
bz_pair_0306,qwen3-embedding,0.635068,duplicate
bz_pair_0307,qwen3-embedding,0.789493,duplicate
bz_pair_0308,qwen3-embedding,0.709946,duplicate
bz_pair_0309,qwen3-embedding,0.77664,duplicate
bz_pair_0310,qwen3-embedding,0.621718,duplicate
bz_pair_0311,qwen3-embedding,0.792629,duplicate
bz_pair_0312,qwen3-embedding,0.418944,not_duplicate
bz_pair_0313,qwen3-embedding,0.321846,not_duplicate
bz_pair_0314,qwen3-embedding,0.717018,duplicate
bz_pair_0315,qwen3-embedding,0.633036,duplicate
bz_pair_0316,qwen3-embedding,0.744762,duplicate
bz_pair_0317,qwen3-embedding,0.418435,not_duplicate
bz_pair_0318,qwen3-embedding,0.63411,duplicate
bz_pair_0319,qwen3-embedding,0.327441,not_duplicate
bz_pair_0320,qwen3-embedding,0.816001,duplicate
bz_pair_0321,qwen3-embedding,0.811015,duplicate
bz_pair_0322,qwen3-embedding,0.815712,duplicate
bz_pair_0323,qwen3-embedding,0.400772,not_duplicate
bz_pair_0324,qwen3-embedding,0.599307,duplicate
bz_pair_0325,qwen3-embedding,0.832064,duplicate
bz_pair_0326,qwen3-embedding,0.999071,duplicate
bz_pair_0327,qwen3-embedding,0.350098,not_duplicate
bz_pair_0328,qwen3-embedding,0.983858,duplicate
bz_pair_0329,qwen3-embedding,0.370825,not_duplicate
bz_pair_0330,qwen3-embedding,0.975331,duplicate
bz_pair_0331,qwen3-embedding,0.3512,not_duplicate
bz_pair_0332,qwen3-embedding,0.419147,not_duplicate
bz_pair_0333,qwen3-embedding,0.779976,duplicate
bz_pair_0334,qwen3-embedding,0.771017,duplicate
bz_pair_0335,qwen3-embedding,1.0,duplicate
bz_pair_0336,qwen3-embedding,0.73752,duplicate
bz_pair_0337,qwen3-embedding,0.634284,duplicate
bz_pair_0338,qwen3-embedding,0.789426,duplicate
bz_pair_0339,qwen3-embedding,0.362306,not_duplicate
bz_pair_0340,qwen3-embedding,1.0,duplicate
bz_pair_0341,qwen3-embedding,0.451097,not_duplicate
bz_pair_0342,qwen3-embedding,0.681314,duplicate
bz_pair_0343,qwen3-embedding,0.67197,duplicate
bz_pair_0344,qwen3-embedding,0.916355,duplicate
bz_pair_0345,qwen3-embedding,0.769194,duplicate
bz_pair_0346,qwen3-embedding,0.749439,duplicate
bz_pair_0347,qwen3-embedding,0.465522,duplicate
bz_pair_0348,qwen3-embedding,0.765791,duplicate
bz_pair_0349,qwen3-embedding,0.309855,not_duplicate
